AWAY,38341,38349,30404,21834,67896,38343,38348,47410,179058,39848,17883,37900,37886,37903,37889,94030,37981,131531,75500,130027,104377,38231,2.45,3.25,2.6,60,73,79,52,61,67,55,58,60,66,63,57,68,57,54,46,69,57,56,55,63,58
AWAY,37900,37886,37100,37903,37889,37902,37981,131531,94030,38231,104377,37971,38441,16387,131404,149279,38249,39859,38257,40521,39772,78902,1.65,3.5,4.8,57,68,61,57,54,66,69,57,46,58,63,63,58,57,59,55,69,57,62,60,64,60
HOME,13131,37988,36849,36845,38322,38371,36852,38784,38786,33622,178284,37971,39859,38441,16387,131404,38249,38257,40521,149279,39772,78902,1.75,3.5,4.1,64,71,64,63,60,77,71,62,65,67,56,63,57,58,57,59,69,62,60,55,64,60
HOME,38391,33620,38388,38389,38378,38383,38253,106013,46552,12692,181276,13131,37988,36849,36845,38322,38371,36852,38784,38786,33622,178284,1.25,5,10,70,73,71,71,61,77,61,57,68,64,74,64,71,64,63,60,77,71,62,65,67,56
AWAY,37971,37887,6803,38441,131404,38249,38257,40521,149279,39772,78902,38797,25995,39580,37861,129462,35412,25957,26224,47411,119117,37262,4.5,3.65,1.65,63,65,58,58,59,69,62,60,55,64,60,59,73,71,62,68,68,71,66,65,64,68
HOME,30934,25791,94030,30910,67898,38290,95609,104406,104404,110140,166675,131408,37988,57078,38371,36852,36868,38786,104386,166676,39875,150271,2,3.3,3.35,64,66,46,75,61,62,53,60,51,63,51,56,71,65,77,71,64,65,63,52,61,64
AWAY,20747,37337,36845,39931,149174,33098,127255,213111,36843,27423,181073,36835,38342,37047,38789,191787,27110,166670,178249,38357,173449,197570,2.05,3.3,3.2,70,65,63,61,62,68,60,62,67,79,58,60,64,63,68,63,65,43,57,70,65,66
HOME,104378,38337,38255,12473,178096,27421,21726,38233,166618,37065,148329,37971,95614,149279,143442,186621,38249,38945,38257,40521,95615,164732,1.6,3.5,5.2,63,63,61,64,61,68,63,63,58,62,53,63,49,55,60,56,69,68,62,60,60,61
DRAW,131408,37988,36868,57078,166676,38371,36852,38786,104386,150271,166679,26594,37337,36845,174546,149174,111973,39931,127255,213111,24111,33098,1.8,3.4,4,56,71,64,65,52,77,71,65,63,64,51,68,65,63,69,62,65,61,60,62,67,68
HOME,67949,37841,7683,45413,208710,41659,25751,39312,6771,38792,101426,39890,38347,3329,36522,149150,25749,37866,38439,181053,40768,5016,3.2,3.3,2.05,60,61,62,60,57,63,62,64,60,73,65,62,63,62,55,60,68,63,61,53,61,64
DRAW,38341,21834,37953,38339,67896,38343,37968,43049,38778,67890,108807,39573,67950,39389,80184,67941,37112,38969,67957,67952,148286,45490,2.1,3.3,3.1,60,52,63,62,61,67,68,64,65,65,63,67,59,57,66,58,62,62,55,63,56,63
HOME,36835,38342,37047,38789,191787,27110,166670,178249,38357,173449,197570,38391,38388,38389,69713,38378,38383,38393,38253,148302,46552,181276,3.95,3.4,1.8,60,64,63,68,63,65,43,57,70,65,66,70,71,71,58,61,77,76,61,54,68,74
HOME,38391,38388,38389,38253,69713,30949,69653,38393,38383,46552,181276,37839,38343,43049,37953,38339,21834,38778,67896,67890,37967,108807,1.25,4.9,10,70,71,71,61,58,77,63,76,77,68,74,63,67,64,63,62,52,65,61,65,67,63
HOME,39573,67950,39389,80184,67941,37112,38969,178291,67957,148286,148315,131408,37988,38322,104386,57078,38371,36868,38786,39875,36852,150271,1.9,3.3,3.65,67,59,57,66,58,62,62,54,55,56,56,56,71,60,63,65,77,64,65,61,71,64
DRAW,26594,38788,36845,174546,149174,111973,26224,127255,213111,24111,27423,37900,37100,131532,46877,131404,37893,37902,131530,208986,208984,98407,2.35,3.25,2.7,68,64,63,69,62,65,66,60,62,67,79,57,61,53,52,59,65,66,60,58,62,67
HOME,36835,38342,37047,38789,191787,27110,166670,173449,38357,178249,197570,67949,7683,45413,208710,37841,41659,25751,39312,6771,38792,101426,1.45,3.75,6.9,60,64,63,68,63,65,43,65,70,57,66,60,62,60,57,61,63,62,64,60,73,65
HOME,104378,38337,38255,12473,178096,27421,33662,38233,37065,12574,148329,39573,67950,39389,80184,67941,37112,38969,178291,67957,148286,148315,1.65,3.6,4.6,63,63,61,64,61,68,70,63,62,65,53,67,59,57,66,58,62,62,54,55,56,56
HOME,38341,43049,21834,37953,38339,67896,38343,38778,182605,37025,108807,36835,38342,38789,38186,191787,27110,166670,178249,38357,173449,197570,2,3.3,3.4,60,64,52,63,62,61,67,65,59,65,63,60,64,68,63,63,65,43,57,70,65,66
AWAY,36835,38342,38789,38186,191787,27110,166670,178249,38357,173449,197570,104378,27838,38255,12473,178096,27421,33662,166618,37065,26260,12574,2.85,3.1,2.35,60,64,68,63,63,65,43,57,70,65,66,63,68,61,64,61,68,70,58,62,68,65
AWAY,104378,27838,38255,12473,178096,27421,33662,38233,12574,166618,148329,38391,38389,38253,69713,94553,30949,38378,38393,148302,12692,181276,2.5,3.2,2.55,63,68,61,64,61,68,70,63,65,58,53,70,71,61,58,56,77,61,76,54,64,74
DRAW,104378,38337,12473,109332,178096,27421,33662,37065,12574,166618,26260,38341,43049,21834,37953,67896,38343,38778,67890,182605,37025,108807,1.55,3.65,5.5,63,63,64,63,61,68,70,62,65,58,68,60,64,52,63,61,67,65,65,59,65,63
AWAY,131408,37988,36849,38322,166676,38371,36868,38786,104386,150271,39875,38391,164694,38253,69713,94553,30949,38378,38393,46552,12692,181276,4.4,3.5,1.7,56,71,64,60,52,77,64,65,63,64,61,70,67,61,58,56,77,61,76,68,64,74
HOME,38289,25791,95609,94030,178293,30910,67898,42706,38290,104406,166675,39573,67950,39389,80184,67941,37112,38969,45490,67957,148286,148315,2.05,3.2,3.3,67,66,53,46,49,75,61,67,62,60,51,67,59,57,66,58,62,62,63,55,56,56
AWAY,20747,37337,36845,174546,149174,38788,39931,213111,24111,27423,33098,208718,3329,104415,149150,40768,38354,37866,36522,178485,68120,5016,1.8,3.4,4,70,65,63,69,62,64,61,62,67,79,68,49,62,56,60,61,64,63,55,52,59,64
HOME,67949,7683,40677,45413,181051,41659,25751,6771,38792,39312,5468,38434,37887,38257,149279,186621,38945,33685,40521,26502,95615,164732,2.65,3.15,2.45,60,62,68,60,60,63,62,60,73,64,62,54,65,62,55,56,68,67,60,55,60,61
DRAW,38341,43049,21834,37953,209782,38343,38778,67890,182605,37025,108807,67949,7683,40677,45413,208710,41659,25751,6771,38792,39312,5468,1.65,3.45,4.8,60,64,52,63,56,67,65,65,59,65,63,60,62,68,60,57,63,62,60,73,64,62
DRAW,36835,37021,38789,209855,191787,27110,166670,173449,178249,38357,197570,131408,37988,36849,38322,166676,38371,36868,38786,104386,150271,39875,1.7,3.4,4.5,60,59,68,56,63,65,43,65,57,70,66,56,71,64,60,52,77,64,65,63,64,61
AWAY,67949,7683,40677,45413,208710,41659,25751,39312,6771,38792,5468,104378,38337,26916,109332,178096,27421,33662,38233,26260,12574,166618,3.8,3.35,1.85,60,62,68,60,57,63,62,64,60,73,62,63,63,61,63,61,68,70,63,68,65,58
DRAW,38341,43049,21834,37953,38339,38343,38778,67890,182605,37025,108807,131408,37988,36849,38784,38322,38371,36868,38786,166676,39875,178284,1.8,3.3,4.1,60,64,52,63,62,67,65,65,59,65,63,56,71,64,62,60,77,64,65,52,61,56
DRAW,13131,37988,36849,38784,38322,38371,36868,38786,166676,178283,178284,36835,38342,38186,209855,191787,27110,38789,166670,178249,173449,197570,1.91,3.4,3.5,64,71,64,62,60,77,64,65,52,63,56,60,64,63,56,63,65,68,43,57,65,66
DRAW,131408,37988,36849,57078,38371,36852,36868,38786,166676,33622,150271,104378,38337,21726,12473,109332,27421,33662,37044,166618,12574,148329,3.5,3.3,1.95,56,71,64,65,77,71,64,65,52,67,64,63,63,63,64,63,68,70,56,58,65,53
AWAY,38962,38347,178486,104415,149150,38354,37866,36522,150746,68120,5016,39573,67950,80184,94284,67941,37112,38969,178291,67957,154433,45490,2.4,3.1,2.75,59,63,58,56,60,64,63,55,60,59,64,67,59,66,51,58,62,62,54,55,70,63
AWAY,38341,39848,21834,38339,149206,38778,67896,67890,182605,209782,108807,38289,30910,25465,94030,178293,12099,67898,38290,95609,42706,104406,2.2,3.2,3,60,66,52,62,58,65,61,65,59,56,63,67,75,66,46,49,66,61,62,53,67,60
HOME,104378,38337,12473,109332,178096,27421,33662,26916,166618,12574,181842,30934,25791,94030,178293,30910,67898,38290,95609,104406,104404,110140,1.72,3.6,4.15,63,63,64,63,61,68,70,61,58,65,71,64,66,46,49,75,61,62,53,60,51,63
HOME,38341,43049,38339,209782,38343,21834,38778,67896,181066,37025,108807,208718,3329,36522,104415,149150,38354,37866,150746,37972,5016,68120,1.85,3.4,3.75,60,64,62,56,67,52,65,61,61,65,63,49,62,55,56,60,64,63,60,67,64,59
HOME,36835,38342,37047,38789,191787,27110,166670,173449,38357,37051,197570,26594,38788,37529,111973,6798,39931,32760,213111,24111,27423,33098,1.5,3.75,5.85,60,64,63,68,63,65,43,65,70,58,66,68,64,59,65,60,61,76,62,67,79,68
HOME,208699,27508,37858,42594,47411,39578,39878,51841,163670,52280,75405,131408,37988,38322,36849,57078,36868,7226,166676,39875,231006,166679,1.35,4.35,7.5,54,70,66,58,65,72,56,57,57,69,67,56,71,60,64,65,64,57,52,61,63,51
HOME,111025,38795,38441,119117,111858,33620,38382,156551,192905,244128,46335,38341,21834,38339,67896,149206,43049,38778,209782,181066,37025,108807,1.5,3.85,5.75,64,65,58,64,53,73,74,59,54,53,59,60,52,62,61,58,64,65,56,61,65,63
DRAW,38962,38347,3329,36522,104415,38354,37866,37972,150746,149150,5016,104378,37044,38337,12473,109332,33662,26771,26916,12574,148329,166618,3.8,3.5,1.8,59,63,62,55,56,64,63,67,60,60,64,63,56,63,64,63,70,54,61,65,53,58
HOME,104378,109332,178096,12473,21726,37440,26771,27421,164732,26260,166618,40281,38255,36844,38788,192323,213111,32760,111973,39931,24111,27423,1.25,5.5,8.5,63,63,61,64,63,76,54,68,61,68,58,73,61,65,64,61,62,76,65,61,67,79
DRAW,131408,37988,36849,38322,57078,39875,36868,38786,33622,7226,166679,30934,25791,38273,95609,94030,30910,67898,38290,104404,42706,104406,2.6,3.25,2.45,56,71,64,60,65,61,64,65,67,57,51,64,66,59,53,46,75,61,62,51,67,60
AWAY,36835,38342,37047,38789,37051,191787,27110,178249,38357,173449,197570,39573,80184,94284,67941,37112,38969,178291,67957,67959,45490,78902,1.9,3.15,3.85,60,64,63,68,58,63,65,57,70,65,66,67,66,51,58,62,62,54,55,53,63,60
DRAW,20747,38788,36844,38255,127255,27423,111973,39931,32760,24111,36843,131408,37988,57078,166676,166679,38786,31316,39875,36868,33622,7226,2.3,3.15,2.85,70,64,65,61,60,79,65,61,76,67,67,56,71,65,52,51,65,66,61,64,67,57
DRAW,69825,37841,7683,45413,181051,25751,39312,181054,38792,41659,208672,36835,38342,37021,37051,191787,27110,38789,166670,178249,38357,173449,2.55,3.3,2.45,64,61,62,60,60,62,64,56,73,63,67,60,64,59,58,63,65,68,43,57,70,65
HOME,38962,38347,3329,178486,149150,38354,37866,37972,68120,37984,9203,131408,37988,36849,31316,57078,36852,38786,166676,39875,7226,178284,2.15,3.2,3.1,59,63,62,58,60,64,63,67,59,71,65,56,71,64,66,65,71,65,52,61,57,56
DRAW,39573,67950,80184,94284,67941,37112,38969,178291,67952,78902,148315,104378,38337,12473,109332,178096,27421,33662,166618,12574,148329,181842,2.55,3.2,2.5,67,59,66,51,58,62,62,54,63,60,56,63,63,64,63,61,68,70,58,65,53,71
AWAY,36835,38342,38789,37051,191787,27110,178249,188231,38357,173449,197570,37839,39848,43049,67896,38343,38778,67890,209782,181066,37025,108807,1.85,3.3,3.85,60,64,68,58,63,65,57,48,70,65,66,63,66,64,61,67,65,65,56,61,65,63
DRAW,131408,37988,36849,57078,166676,38371,38786,7226,39875,31316,150271,39573,67950,39389,80184,94284,37112,38969,178291,67952,148315,78902,2.3,3.1,2.95,56,71,64,65,52,77,65,57,61,66,64,67,59,57,66,51,62,62,54,63,56,60
DRAW,30934,25791,95609,94030,178293,30910,67898,38290,42706,104404,129918,20747,36844,111973,38255,164694,213111,164582,192323,24111,36843,33098,1.55,3.75,5.2,64,66,53,46,49,75,61,62,67,51,64,70,65,65,61,67,62,65,61,67,67,68
HOME,38391,38388,38389,69713,38378,38383,38253,148302,114333,46552,181276,13131,37988,36849,38322,57078,38371,36852,36868,38786,166676,178284,1.28,4.75,9,70,71,71,58,61,77,61,54,52,68,74,64,71,64,60,65,77,71,64,65,52,56
HOME,38391,38389,38393,69713,94553,69653,37069,38253,148302,181276,200607,104378,37440,12473,109332,27421,33662,37044,166618,12574,148329,181842,1.75,3.6,4,70,71,76,58,56,63,56,61,54,74,63,63,76,64,63,68,70,56,58,65,53,71
HOME,39573,67950,80184,94284,67941,37112,38969,178291,67957,154433,148315,69825,7683,45413,208710,37841,25751,181054,6771,38792,41659,208672,1.55,3.8,5.25,67,59,66,51,58,62,62,54,55,70,56,64,62,60,57,61,62,56,60,73,63,67
DRAW,131408,36849,38322,57078,36852,38784,36868,38786,166676,39875,166679,38341,43049,21834,37953,38339,67896,38343,37968,67890,37967,192907,2.25,3.2,2.95,56,64,60,65,71,62,64,65,52,61,51,60,64,52,63,62,61,67,68,65,67,52
AWAY,30934,25465,45500,25791,94030,30910,67898,38290,104404,166675,104406,38391,38388,38389,31316,164694,38383,69653,38253,114333,12692,208672,5,3.8,1.57,64,66,52,66,46,75,61,62,51,51,60,70,71,71,66,67,77,63,61,52,64,67
DRAW,39573,67950,39389,80184,67941,37112,38969,67957,148286,17276,45490,38962,38347,3329,149150,38354,25749,37866,178485,192905,5016,40768,1.67,3.5,4.6,67,59,57,66,58,62,62,55,56,62,63,59,63,62,60,64,68,63,52,54,64,61
AWAY,38962,38347,3329,149150,40768,38354,25749,37866,38439,192905,5016,38391,38388,38389,164694,38253,30949,38393,114333,38383,46552,181276,4.75,3.75,1.6,59,63,62,60,61,64,68,63,61,54,64,70,71,71,67,61,77,76,52,77,68,74
HOME,37971,38945,38312,149279,186621,38249,38257,40521,26502,95615,164732,39573,67950,39389,80184,67941,37112,38969,67957,154433,148286,45490,2.35,3.2,2.8,63,68,61,55,56,69,62,60,55,60,61,67,59,57,66,58,62,62,55,70,56,63
HOME,38391,38388,38389,38253,69713,30949,38378,38383,38393,148302,181276,37971,95614,149279,143442,186621,38945,38257,95615,38249,39772,78902,1.3,4.6,8.75,70,71,71,61,58,77,61,77,76,54,74,63,49,55,60,56,68,62,60,69,64,60
HOME,36835,38342,38789,37051,38186,27110,166670,178249,38251,37047,173449,38962,38354,38347,3329,149150,25749,37866,38439,192905,5016,40768,2.1,3.3,3.1,60,64,68,58,63,65,43,57,69,63,65,59,64,63,62,60,68,63,61,54,64,61
HOME,30934,25791,94030,30910,67898,38290,95609,104406,104404,110140,166675,104378,27838,21726,12473,115373,178096,37044,38233,166618,12574,148329,2.8,3.35,2.2,64,66,46,75,61,62,53,60,51,63,51,63,68,63,64,63,61,56,63,58,65,53
AWAY,37971,38312,186621,38249,38945,38257,40521,149279,26502,95615,164732,38341,43049,21834,37953,38339,67896,38343,37968,38778,67890,37967,1.75,3.4,4.25,63,61,56,69,68,62,60,55,55,60,61,60,64,52,63,62,61,67,68,65,65,67
DRAW,39573,67950,39389,80184,67941,37112,38969,67957,148286,45490,148315,36835,38342,37047,38789,191787,27110,166670,178249,173449,122116,197570,1.85,3.3,3.9,67,59,57,66,58,62,62,55,56,63,56,60,64,63,68,63,65,43,57,65,53,66
DRAW,20747,37337,39931,36845,149174,26224,127255,148336,213111,27423,33098,38391,38388,38389,38393,38253,69713,38378,38383,148302,46552,181276,6.75,4,1.42,70,65,61,63,62,66,60,56,62,79,68,70,71,71,76,61,58,61,77,54,68,74
HOME,38391,38388,38389,38253,69713,30949,38383,38393,148302,46552,181276,39573,67950,39389,80184,67941,37112,38969,45490,67957,148286,148315,1.35,4.25,7.8,70,71,71,61,58,77,77,76,54,68,74,67,59,57,66,58,62,62,63,55,56,56
HOME,104378,38337,38255,12473,178096,33662,21726,38233,185196,37065,148329,38962,38354,38347,3329,149150,25749,37866,36522,178485,192905,5016,1.5,3.65,6.2,63,63,61,64,61,70,63,63,53,62,53,59,64,63,62,60,68,63,55,52,54,64
HOME,36835,38342,37047,38789,191787,27110,166670,178249,209855,173449,197570,37971,38312,149279,143442,186621,38249,38257,40521,26502,95615,164732,2.2,3.25,2.95,60,64,63,68,63,65,43,57,56,65,66,63,61,55,60,56,69,62,60,55,60,61
DRAW,39153,39977,181574,166577,38906,36849,21753,37128,149258,26224,78902,38797,129462,245653,164229,33620,38969,17276,119117,38382,248689,46335,4.75,3.5,1.65,56,59,62,63,59,64,63,63,61,66,60,59,68,64,69,73,62,62,64,74,58,59
HOME,91929,94462,38368,148314,109331,104411,39498,169200,43158,42153,38794,36873,57078,38800,174363,27508,38784,163613,38371,33622,166679,14487,1.45,3.95,6.25,57,66,72,54,63,55,62,62,63,73,59,54,65,64,62,70,62,68,77,67,51,68
HOME,39573,80184,67950,67941,39389,38956,67952,37112,178291,39145,38792,26589,3329,178486,7683,148313,38354,37972,37866,68120,104415,68226,1.7,3.4,4.5,67,66,59,58,57,61,63,62,54,60,73,62,62,58,62,56,64,67,63,59,56,63
AWAY,37937,3329,7683,178486,280134,38354,37972,38439,36522,68120,68226,37990,27508,38800,57078,174363,38784,36863,104386,178481,5016,33622,2.7,3.3,2.45,55,62,62,58,55,64,67,61,55,59,63,70,70,64,65,62,62,68,63,58,64,67
DRAW,131408,45840,24149,37963,149173,39578,38323,45865,38777,181569,68114,37839,38339,67896,149206,239351,38337,21834,37666,181066,37025,26260,2.35,3.25,2.9,56,58,60,59,59,72,65,61,66,60,61,63,62,61,58,63,63,52,62,61,65,68
AWAY,39573,67950,39389,80184,67941,37112,38956,178291,67952,154433,39145,36835,38342,38789,191787,243250,27110,173449,68116,38357,193222,277766,2.15,3.3,3.2,67,59,57,66,58,62,61,54,63,70,60,60,64,68,63,52,65,65,63,70,62,69
HOME,104378,37667,37440,178096,232299,27421,26771,67890,49451,166618,148329,30934,25465,45500,94030,178293,30910,67898,38290,42706,212285,104404,1.45,4.25,6.5,63,70,76,61,54,68,54,65,67,58,53,64,66,52,46,49,75,61,62,67,64,51
DRAW,37990,27508,38800,57078,174363,38784,36863,104386,39875,5016,33622,39573,67950,39389,80184,67941,37112,38956,154433,277813,38792,171250,2.05,3.4,3.4,70,70,64,65,62,62,68,63,61,64,67,67,59,57,66,58,62,61,70,61,73,65
AWAY,20747,4863,38255,41947,181071,38788,32760,174546,148336,213111,181073,37937,3329,7683,36522,280134,38354,37983,38439,178486,68120,68226,1.67,3.7,4.75,70,65,61,71,56,64,76,69,56,62,58,55,62,62,55,55,64,74,61,58,59,63
